time,temperature_2m_mean (°C),rain_sum (mm),wind_speed_10m_max (km/h),apparent_temperature_mean (°C),temperature_2m_min (°C),temperature_2m_max (°C),apparent_temperature_max (°C),weather_code (wmo code),wind_direction_10m_dominant (°),wind_gusts_10m_max (km/h),shortwave_radiation_sum (MJ/m²),daylight_duration (s),sunshine_duration (s),apparent_temperature_min (°C),sunrise (iso8601),sunset (iso8601),precipitation_hours (h),precipitation_sum (mm),et0_fao_evapotranspiration (mm),snowfall_sum (cm),cloud_cover_mean (%),dew_point_2m_mean (°C),relative_humidity_2m_mean (%),visibility_mean (undefined),visibility_max (undefined),visibility_min (undefined),wind_gusts_10m_mean (km/h),wind_speed_10m_mean (km/h),winddirection_10m_dominant (°),wind_gusts_10m_min (km/h),wind_speed_10m_min (km/h)
5/19/2009,25.9,0,22.5,25.7,18.3,33.4,33.3,0,322,43.2,28.98,49481.27,45431.6,18.9,2009-05-19T05:58,2009-05-19T19:43,0,0,7.02,0,0,11.2,46,NaN,NaN,NaN,19.7,8.3,322,7.2,1.3
5/20/2009,25.8,0,21.1,24.9,18.7,32.6,30.6,2,276,44.6,25.69,49550.25,45163.12,19.1,2009-05-20T05:58,2009-05-20T19:44,0,0,7.1,0,12,11.3,46,NaN,NaN,NaN,27.2,12.2,276,10.8,5.2
5/21/2009,25.3,0,17.9,24.9,17.6,32.1,30.7,1,309,40.7,27.72,49617.68,45312.5,18.4,2009-05-21T05:57,2009-05-21T19:44,0,0,6.95,0,3,12,48,NaN,NaN,NaN,23.6,10.7,309,7.9,4.6
5/22/2009,26.2,0,20.4,25.9,18.6,34,33.8,0,8,38.9,28.75,49683.45,45547.44,19.2,2009-05-22T05:57,2009-05-22T19:45,0,0,7.3,0,0,12.1,48,NaN,NaN,NaN,25.2,11.2,8,13.7,1.1
5/23/2009,25.6,0,17.9,25.7,18.4,32.7,32.9,0,6,34.2,28.7,49747.5,45554.72,19.6,2009-05-23T05:57,2009-05-23T19:46,0,0,7.11,0,0,13.6,53,NaN,NaN,NaN,25.1,11.6,6,13.7,6.6
5/24/2009,23.8,0,17.5,23.3,18,29.4,28.3,3,356,36.4,23.19,49809.73,45015.34,18.8,2009-05-24T05:56,2009-05-24T19:46,0,0,5.92,0,25,13.3,56,NaN,NaN,NaN,27.3,13,356,14.4,7.9
5/25/2009,25.1,0,19.7,25.2,16.6,32.9,33.1,3,333,37.8,28.08,49870.08,45201.12,17.8,2009-05-25T05:56,2009-05-25T19:47,0,0,7.02,0,11,13.4,55,NaN,NaN,NaN,24,10.9,333,9.4,5.6
5/26/2009,25.5,0,22.4,25.2,17.7,33.1,32.1,0,321,44.6,28.78,49928.46,45811.93,19.5,2009-05-26T05:55,2009-05-26T19:47,0,0,7.5,0,0,13.7,54,NaN,NaN,NaN,28.6,13.8,321,8.6,4.7
5/27/2009,24.8,0,16.4,24.1,17.4,31.5,30.6,0,315,34.2,29.24,49984.77,45880.07,17.8,2009-05-27T05:55,2009-05-27T19:48,0,0,7.23,0,1,11.5,49,NaN,NaN,NaN,24.7,11.9,315,9.7,5.7
5/28/2009,25.2,0,19.2,25.3,18.2,32.1,32.3,1,357,36.4,27.78,50038.95,44327.16,19.2,2009-05-28T05:55,2009-05-28T19:49,0,0,6.71,0,8,12.5,51,NaN,NaN,NaN,21.4,9.4,357,10.8,6.4
5/29/2009,25.6,0,20.7,24.4,18.3,32.3,31.2,0,33,38.2,29.35,50090.89,46126.16,19,2009-05-29T05:54,2009-05-29T19:49,0,0,7.82,0,0,10.2,45,NaN,NaN,NaN,28.2,13.8,33,16.6,9
5/30/2009,25,0,22.3,23.1,17.3,32.8,31.2,0,24,41.4,29.82,50140.53,46143.57,16.8,2009-05-30T05:54,2009-05-30T19:50,0,0,8.23,0,0,8.8,40,NaN,NaN,NaN,30.6,15.1,24,16.2,9.2
5/31/2009,24.8,0,23,22.9,16.5,33.2,30.2,0,8,46.1,29.75,50187.82,46268.25,16.9,2009-05-31T05:54,2009-05-31T19:50,0,0,8.2,0,0,9.2,47,NaN,NaN,NaN,33,16.5,8,17.3,10.1
6/1/2009,26,0,19.2,25,16.5,35.7,33.5,1,15,40,29.7,50233.14,46283.62,17.3,2009-06-01T05:54,2009-06-01T19:51,0,0,8.16,0,2,11.4,50,NaN,NaN,NaN,29.4,14.7,15,15.1,8.7
6/2/2009,27.5,0,19.3,27,17.9,37,35.4,0,23,37.8,29.3,50276.59,46297.15,19.1,2009-06-02T05:53,2009-06-02T19:51,0,0,8.3,0,0,12.8,50,NaN,NaN,NaN,27.7,14.2,23,15.1,9
6/3/2009,29.1,0,20.1,27.8,19.3,38.4,36.5,0,31,40.3,29.56,50318.12,46421.69,19.6,2009-06-03T05:53,2009-06-03T19:52,0,0,9.1,0,0,10.4,38,NaN,NaN,NaN,28.9,14.3,31,15.8,9.4
6/4/2009,28.7,0,22.5,26.9,20.1,37.1,34.9,1,31,43.6,28.91,50357.68,46306,19.9,2009-06-04T05:53,2009-06-04T19:52,0,0,9.23,0,12,10,36,NaN,NaN,NaN,32.2,16.1,31,17.3,7.9
6/5/2009,30.1,0,16.2,28.7,20.9,38.6,38.8,1,53,31.3,29.05,50395.25,46442.47,20.6,2009-06-05T05:53,2009-06-05T19:53,0,0,8.69,0,4,9.2,33,NaN,NaN,NaN,24.6,12.5,53,16.9,5.9
6/6/2009,29.4,0,25.8,28.2,23.2,37.1,37.1,1,36,52.2,28.52,50430.78,46317.36,22.4,2009-06-06T05:53,2009-06-06T19:53,0,0,9.11,0,7,11.9,36,NaN,NaN,NaN,32.9,16,36,15.8,7.3
6/7/2009,26.6,0,19.5,25.7,18.6,34.6,32.9,1,17,38.5,28.93,50464.24,43870.66,20.1,2009-06-07T05:53,2009-06-07T19:54,0,0,8.11,0,3,12,48,NaN,NaN,NaN,30.9,15.1,17,17.6,8.4
6/8/2009,27.1,0,17.4,26.4,17.9,35.2,34,0,13,35.6,29.56,50495.58,46698.39,19.2,2009-06-08T05:53,2009-06-08T19:54,0,0,8.04,0,0,11.6,46,NaN,NaN,NaN,26.1,12.5,13,11.2,6.5
6/9/2009,27.9,0,17.4,27.2,18.1,36.5,35.6,0,15,31,29.49,50524.78,46464.47,18.7,2009-06-09T05:53,2009-06-09T19:55,0,0,8.22,0,1,11.1,41,NaN,NaN,NaN,24.1,11.7,15,12.2,6.8
6/10/2009,28.8,0,18.7,28.5,19.1,37.5,36.8,0,4,34.6,29.43,50551.78,46707.34,20.4,2009-06-10T05:53,2009-06-10T19:55,0,0,8.23,0,0,12.1,43,NaN,NaN,NaN,24.1,11.6,4,12.2,7.6
6/11/2009,27.7,0,19.2,28,19.8,35.9,35.2,2,323,37.8,29.45,50576.57,46291.07,22.4,2009-06-11T05:53,2009-06-11T19:55,0,0,7.83,0,6,13.7,49,NaN,NaN,NaN,24.5,11.1,323,9.7,4.9
6/12/2009,27.9,0,15.6,28.2,19,36.4,36.2,0,309,33.5,29.15,50599.09,46832.68,20.6,2009-06-12T05:53,2009-06-12T19:56,0,0,7.7,0,0,13.2,48,NaN,NaN,NaN,22.2,10.1,309,9.4,5.4
6/13/2009,29.2,0,16.5,29.3,20.5,37.8,37.7,0,325,31,29.32,50619.32,46832.89,21.4,2009-06-13T05:53,2009-06-13T19:56,0,0,7.89,0,0,12.7,41,NaN,NaN,NaN,20.2,9.1,325,6.1,1.1
6/14/2009,29,0,18.1,29.6,21.1,36.9,36.3,0,332,37.4,29.34,50637.23,46955.77,23.5,2009-06-14T05:53,2009-06-14T19:57,0,0,8.03,0,0,14.4,48,NaN,NaN,NaN,23.7,11,332,8.3,2.4
6/15/2009,27.4,0,20.4,27.7,19.8,35.1,34.9,0,333,36.4,29.32,50652.77,46953.97,22,2009-06-15T05:53,2009-06-15T19:57,0,0,7.75,0,0,14.7,53,NaN,NaN,NaN,26.7,13.1,333,12.2,7.4
6/16/2009,26.6,0,16.9,27.1,20.2,33.9,33.2,2,349,32.4,28.75,50665.92,44839.78,22.8,2009-06-16T05:53,2009-06-16T19:57,0,0,7.24,0,15,14.4,54,NaN,NaN,NaN,23.6,10.9,349,9.4,4.7
6/17/2009,27.7,0,18,27.9,19.8,35.3,34.4,3,334,33.8,29.22,50676.63,46699.25,22.4,2009-06-17T05:53,2009-06-17T19:58,0,0,7.82,0,8,13.9,51,NaN,NaN,NaN,25.4,12,334,11.9,6.2
6/18/2009,27.8,0,17.4,28.1,19.1,35.9,35.8,3,8,31.7,29.31,50684.89,46700.48,21.3,2009-06-18T05:53,2009-06-18T19:58,0,0,7.72,0,25,13.6,49,NaN,NaN,NaN,22.5,10.5,8,9,5.1
6/19/2009,29.3,0,16.6,28.7,20.3,37.7,37.1,1,2,32,29.57,50690.67,47061.04,20.8,2009-06-19T05:53,2009-06-19T19:58,0,0,8.3,0,4,10.9,37,NaN,NaN,NaN,22.2,10.3,2,8.3,4.7
6/20/2009,28.7,0,19.8,29.4,20.8,37.2,37.5,1,327,37.8,29.07,50693.93,46828.77,22.6,2009-06-20T05:53,2009-06-20T19:58,0,0,7.83,0,6,15.2,49,NaN,NaN,NaN,24.4,11.5,327,9,5.8
6/21/2009,28.6,0,19.5,28.9,19.8,37.4,36.4,2,355,39.6,29.03,50694.67,46107.18,22.5,2009-06-21T05:54,2009-06-21T19:59,0,0,8.01,0,19,13.5,50,NaN,NaN,NaN,24.9,11.2,355,10.8,6
6/22/2009,31.2,0,21.1,30.1,20.8,39.4,39,0,36,37.8,29.47,50692.92,47162.18,20.6,2009-06-22T05:54,2009-06-22T19:59,0,0,8.54,0,0,9,30,NaN,NaN,NaN,20.9,9.8,36,9,2.2
6/23/2009,30.1,0,20.3,29.4,21.5,38,36.9,0,19,36.7,29.32,50688.71,47150.09,22.4,2009-06-23T05:54,2009-06-23T19:59,0,0,8.99,0,0,12.2,38,NaN,NaN,NaN,27.9,13.9,19,15.8,9.3
6/24/2009,31.4,0,24.2,30.9,22.3,40.6,38.6,0,33,44.3,29.4,50682.06,47136.4,24,2009-06-24T05:54,2009-06-24T19:59,0,0,9.64,0,0,13.2,40,NaN,NaN,NaN,30.4,15.3,33,15.5,7.9
6/25/2009,30.5,0,19.2,30.8,22.2,39.3,39.3,0,12,37.1,28.95,50673,46991.68,23.3,2009-06-25T05:55,2009-06-25T19:59,0,0,8.73,0,0,15.1,44,NaN,NaN,NaN,28.5,13.9,12,16.6,9.2
6/26/2009,29.9,0,28,30.4,22,37.8,38.4,0,360,52.2,29.42,50661.56,47104.44,23.9,2009-06-26T05:55,2009-06-26T19:59,0,0,8.12,0,0,14.9,46,NaN,NaN,NaN,26.3,12.4,360,15.8,8
6/27/2009,27.4,0,18.5,27.7,21.4,34.1,34,1,340,36.7,28.83,50647.77,46248.93,22.9,2009-06-27T05:55,2009-06-27T19:59,0,0,7.67,0,4,15.1,51,NaN,NaN,NaN,29.6,14,340,18.7,10.6
6/28/2009,27.9,0,19.6,27.9,20.3,35.5,34.7,0,13,38.5,29.11,50631.66,46798.8,21.9,2009-06-28T05:56,2009-06-28T19:59,0,0,8.06,0,0,13.8,47,NaN,NaN,NaN,27.8,13,13,13.3,7.1
6/29/2009,30.4,0,22.8,29,21.9,38.6,36.9,0,53,45.4,29.14,50613.26,47061.02,21.8,2009-06-29T05:56,2009-06-29T20:00,0,0,9.77,0,0,12,38,NaN,NaN,NaN,33.5,17.6,53,19.4,12.6
6/30/2009,32.1,0,24,30.5,23.8,40.7,39,0,59,46.4,29.21,50592.6,47054.43,23.1,2009-06-30T05:56,2009-06-30T20:00,0,0,10.61,0,0,12.5,35,NaN,NaN,NaN,36.8,19.5,59,25.2,15.8
7/1/2009,31.6,0,23.5,30.9,24.5,39.6,38.5,0,46,45.4,29.25,50569.71,47047.08,24.5,2009-07-01T05:57,2009-07-01T20:00,0,0,9.99,0,0,14.3,39,NaN,NaN,NaN,35.4,18.5,46,26.6,14
7/2/2009,29.9,0,18.4,30,22.1,37.6,37.7,0,13,38.2,28.99,50544.64,46773.76,23.9,2009-07-02T05:57,2009-07-02T20:00,0,0,8.62,0,0,15.2,46,NaN,NaN,NaN,29.3,14.8,13,16.9,10.2
7/3/2009,28,0,17.6,28.6,20.3,35.4,35.3,1,337,33.8,29.07,50517.41,46363.3,23,2009-07-03T05:58,2009-07-03T20:00,0,0,7.73,0,2,15.2,52,NaN,NaN,NaN,25.9,12.4,337,11.9,6.7
7/4/2009,27.6,0,17.5,28.6,21.6,34.6,34.5,1,310,37.1,27.82,50488.05,44277.59,24.8,2009-07-04T05:58,2009-07-04T19:59,0,0,7.23,0,8,16.4,56,NaN,NaN,NaN,25.6,11.8,310,9.7,3.9
7/5/2009,27.7,0,19,28.6,20,34.5,34.4,0,304,40.3,28.09,50456.61,46350.29,22.4,2009-07-05T05:58,2009-07-05T19:59,0,0,7.34,0,1,16.3,54,NaN,NaN,NaN,24.9,11.7,304,5.8,4.3
7/6/2009,28.4,0,15.9,30,20.4,35.7,36.9,0,331,30.2,28.46,50423.11,45948.38,23.1,2009-07-06T05:59,2009-07-06T19:59,0,0,7.1,0,1,16.4,54,NaN,NaN,NaN,20,8.8,331,7.2,4.8
7/7/2009,29.2,0,19.4,30.3,22,36.5,36.8,0,346,35.3,28.82,50387.6,46073.61,24.6,2009-07-07T05:59,2009-07-07T19:59,0,0,7.82,0,0,16.3,51,NaN,NaN,NaN,24.5,11.7,346,12.2,5.8
7/8/2009,28.8,0,21.4,29.9,21.4,36.3,37,1,4,42.1,28.4,50350.11,45678.59,24.2,2009-07-08T06:00,2009-07-08T19:59,0,0,7.85,0,2,17.2,54,NaN,NaN,NaN,27.8,13.8,4,12.2,6.9
7/9/2009,29.2,0,20.2,30.5,21.5,37.2,38,2,5,37.4,28.17,50310.67,45673.48,24.3,2009-07-09T06:00,2009-07-09T19:59,0,0,7.79,0,7,17.9,56,NaN,NaN,NaN,29,14.2,5,13,8.3
7/10/2009,29.9,0,19,31.3,21.6,38.5,39.2,2,355,38.5,28.55,50269.29,45795.89,25,2009-07-10T06:01,2009-07-10T19:59,0,0,7.97,0,4,17,53,NaN,NaN,NaN,25.8,12.1,355,11.2,7.6
7/11/2009,30.9,0,17.7,31.6,22.1,39.6,39.5,0,1,36,29,50225.56,46169.01,24.6,2009-07-11T06:01,2009-07-11T19:58,0,0,8.22,0,0,14.7,44,NaN,NaN,NaN,22.1,10.2,1,7.9,4.7
7/12/2009,32.2,0,15.8,32.9,22.8,40.7,41.1,0,3,28.8,28.66,50179.46,45905.91,24.8,2009-07-12T06:02,2009-07-12T19:58,0,0,8.19,0,0,14.2,38,NaN,NaN,NaN,19.7,9.1,3,10.1,4.3
7/13/2009,30.2,0,21.7,31.1,23.8,37.8,38.6,3,350,40,27.77,50131.08,45149.56,26.5,2009-07-13T06:02,2009-07-13T19:58,0,0,8.16,0,6,16.9,50,NaN,NaN,NaN,29.9,15,350,22.3,11.2
7/14/2009,27.7,0,20.2,28.2,21.8,34.3,34.3,0,330,40,28.57,50080.49,45515.99,24.2,2009-07-14T06:03,2009-07-14T19:57,0,0,7.67,0,2,15.9,53,NaN,NaN,NaN,29.8,14.4,330,13.3,7.4
7/15/2009,28.1,0,21.9,28.6,22.1,35.3,35.4,2,314,39.2,27.53,50027.76,44895.09,24.3,2009-07-15T06:03,2009-07-15T19:57,0,0,7.6,0,16,16.2,53,NaN,NaN,NaN,29.8,14.4,314,15.1,7.2
7/16/2009,28.1,0,15.2,29.1,20.8,35.3,35.6,1,318,32.8,28.54,49972.99,45013.47,22.9,2009-07-16T06:04,2009-07-16T19:57,0,0,7.12,0,4,15,51,NaN,NaN,NaN,22.6,9.7,318,11.2,6.3
7/17/2009,29.3,0,15.5,31.2,22.7,36.3,37.3,3,316,29.2,27.91,49916.26,44407.48,26.1,2009-07-17T06:04,2009-07-17T19:56,0,0,7.13,0,13,17.2,54,NaN,NaN,NaN,21,9.2,316,10.4,4.7
7/18/2009,29.6,0,16.4,31.5,22.7,36.6,36.9,2,311,33.1,28.05,49857.64,44882.09,26.7,2009-07-18T06:05,2009-07-18T19:56,0,0,7.43,0,7,18,56,NaN,NaN,NaN,24.4,11.3,311,10.8,5.9
7/19/2009,30.2,0,20.3,32.3,23,38,39.2,3,334,37.8,27.69,49797.22,44405.34,27.4,2009-07-19T06:06,2009-07-19T19:56,0,0,7.53,0,8,18.3,56,NaN,NaN,NaN,23.4,10.6,334,9.4,4.9
7/20/2009,30.2,0,18.6,31.7,22.1,38.1,38.5,0,338,36,28.36,49735.07,44983.62,25.7,2009-07-20T06:06,2009-07-20T19:55,0,0,7.94,0,0,17.2,52,NaN,NaN,NaN,24.9,11.6,338,8.3,4.2
7/21/2009,30.1,0,20,32.3,22.5,38.3,39.4,3,335,37.4,27.61,49671.27,44171.68,26.7,2009-07-21T06:07,2009-07-21T19:55,0,0,7.51,0,9,18.3,57,NaN,NaN,NaN,23.9,10.8,335,10.4,4.7
7/22/2009,30.6,0,19.9,32.6,23.4,38.5,39.6,3,331,37.1,27.94,49605.91,44517.22,27.3,2009-07-22T06:07,2009-07-22T19:54,0,0,7.32,0,10,17.4,53,NaN,NaN,NaN,22.2,10.1,331,11.9,7
7/23/2009,30.3,0,19.1,32.2,23.2,38,39.6,3,329,34.6,27.57,49539.05,44174.82,26.9,2009-07-23T06:08,2009-07-23T19:54,0,0,7.29,0,10,17.6,54,NaN,NaN,NaN,22.4,10.1,329,14.8,6.3
7/24/2009,30.2,0,19.5,31.9,23.3,37.9,39,2,336,36,27.81,49470.79,44505.35,26.7,2009-07-24T06:09,2009-07-24T19:53,0,0,7.54,0,6,17.3,52,NaN,NaN,NaN,23.3,10.9,336,13.3,7.1
7/25/2009,29.5,0,15,31.4,22.7,37.5,38,3,329,27.7,27.95,49401.18,44076.28,26.7,2009-07-25T06:09,2009-07-25T19:52,0,0,7.24,0,25,17,55,NaN,NaN,NaN,20.7,9.3,329,9.4,5.7
7/26/2009,29.9,0,12.6,31.5,20.9,37.9,38.4,2,333,29.5,28.15,49330.3,44276.66,24.1,2009-07-26T06:10,2009-07-26T19:52,0,0,7.3,0,10,16.4,52,NaN,NaN,NaN,19.3,8.5,333,8.3,4.4
7/27/2009,31.3,0,13.7,32.3,21.9,39.2,40.1,0,355,25.9,28.44,49258.24,44484.87,24.6,2009-07-27T06:10,2009-07-27T19:51,0,0,7.68,0,0,14.5,42,NaN,NaN,NaN,18.1,8.2,355,7.9,4.4
7/28/2009,30.8,0,20.2,32.5,22.5,39.3,39.7,0,351,37.8,28.22,49185.05,44161.25,25.8,2009-07-28T06:11,2009-07-28T19:51,0,0,7.74,0,1,17.2,51,NaN,NaN,NaN,22.8,10.5,351,9.4,5.9
7/29/2009,29.9,0,18.7,31.4,22.2,38.1,38.5,2,342,34.2,28.12,49110.83,44056.92,25.8,2009-07-29T06:12,2009-07-29T19:50,0,0,7.8,0,3,17.3,55,NaN,NaN,NaN,25.5,12.2,342,11.9,7.6
7/30/2009,28.6,0,15.5,29.7,20.6,36.4,36,2,334,34.6,28.04,49035.55,43949.13,23.6,2009-07-30T06:12,2009-07-30T19:49,0,0,7.39,0,7,15.9,54,NaN,NaN,NaN,22.7,10.6,334,9,5.1
7/31/2009,28.7,0,18.4,30,20.5,36.1,36.2,0,339,33.5,27.9,48958.63,43850.01,23.3,2009-07-31T06:13,2009-07-31T19:49,0,0,7.14,0,2,16,53,NaN,NaN,NaN,21,9.8,339,8.3,5.4
8/1/2009,28.6,0,18.1,30.2,21.7,35.8,36.4,3,334,32.8,27.6,48879.96,43110.46,25.4,2009-08-01T06:13,2009-08-01T19:48,0,0,7.03,0,13,16.7,56,NaN,NaN,NaN,22.3,10.1,334,10.4,5.5
8/2/2009,28.6,0,17.8,29.9,20.4,36.2,36.5,3,335,32.4,27.75,48799.66,43750.19,23.6,2009-08-02T06:14,2009-08-02T19:47,0,0,7.07,0,12,15.3,53,NaN,NaN,NaN,20.6,9.2,335,7.9,4.3
8/3/2009,29.3,0,16.9,30.7,21.9,36.6,38,0,5,30.2,27.58,48717.79,43558.95,25.1,2009-08-03T06:15,2009-08-03T19:46,0,0,7.16,0,2,16.1,52,NaN,NaN,NaN,20.6,9.4,5,10.1,6.5
8/4/2009,30,0,18.7,30.6,20.9,37.9,38.1,0,10,33.8,27.95,48634.47,43655.95,23.2,2009-08-04T06:15,2009-08-04T19:46,0,0,7.74,0,0,14.8,46,NaN,NaN,NaN,23.1,11,10,11.5,7.6
8/5/2009,29.9,0,18,31,21.4,37.6,37.9,0,7,32.4,27.71,48549.78,43564.06,24.5,2009-08-05T06:16,2009-08-05T19:45,0,0,7.77,0,2,16,51,NaN,NaN,NaN,23,11.3,7,9.7,6.6
8/6/2009,29.7,0,16.1,29.9,21.5,37.1,37,0,349,29.9,28.05,48463.81,43568.04,23.3,2009-08-06T06:16,2009-08-06T19:44,0,0,7.67,0,0,12.8,42,NaN,NaN,NaN,20.4,9.5,349,8.6,4.6
8/7/2009,28.8,0,17.2,30.2,20.7,36.7,37.7,0,340,32.8,27.05,48376.65,43339.35,23.2,2009-08-07T06:17,2009-08-07T19:43,0,0,7.21,0,1,16.6,53,NaN,NaN,NaN,21.8,10.1,340,7.6,4.4
8/8/2009,29.5,0,17.6,30.9,22.6,35.7,36.7,0,342,34.2,27.03,48288.38,43256.2,25.8,2009-08-08T06:18,2009-08-08T19:42,0,0,7.27,0,0,16.9,51,NaN,NaN,NaN,22.2,10.5,342,6.8,4.8
8/9/2009,28.7,0,19.5,30.5,21.5,35.5,36.9,1,343,35.6,24.98,48199.1,43200,24.8,2009-08-09T06:18,2009-08-09T19:41,0,0,6.81,0,10,18.1,57,NaN,NaN,NaN,24,11.1,343,7.9,4.2
8/10/2009,28.8,0,20.2,30.6,22.3,35.7,36.9,2,339,37.4,25.48,48108.88,43200,26.2,2009-08-10T06:19,2009-08-10T19:41,0,0,7.01,0,12,18.3,59,NaN,NaN,NaN,25.4,12.2,339,9.7,5.5
8/11/2009,28.4,0,19,30,21.1,35.8,36.4,0,328,35.3,26.94,48017.79,43200,24.2,2009-08-11T06:19,2009-08-11T19:40,0,0,6.81,0,0,16.9,57,NaN,NaN,NaN,23.4,10.2,328,8.6,5.1
8/12/2009,28.5,0,16.9,30.1,21.7,35.6,36.6,1,330,31.7,26.6,47925.94,43200,24.8,2009-08-12T06:20,2009-08-12T19:39,0,0,6.71,0,6,16.7,56,NaN,NaN,NaN,21.3,9.5,330,10.1,5.1
8/13/2009,28.4,0,21.1,29.9,22.4,35.6,36.5,3,344,39.2,26.09,47833.39,43200,25.8,2009-08-13T06:21,2009-08-13T19:38,0,0,7.07,0,14,17.6,57,NaN,NaN,NaN,26.8,12.2,344,11.5,6.8
8/14/2009,28,0,18.4,29.2,20.9,35.2,36,0,350,34.2,26.73,47740.23,43200,23.4,2009-08-14T06:21,2009-08-14T19:37,0,0,7.04,0,2,16.8,56,NaN,NaN,NaN,25.4,12.1,350,12.2,7.6
8/15/2009,28.3,0,19.6,29.5,20.6,35.9,36.4,0,352,36,26.94,47646.53,43200,23.2,2009-08-15T06:22,2009-08-15T19:36,0,0,7.16,0,0,16.5,54,NaN,NaN,NaN,24.2,11.3,352,11.5,6.5
8/16/2009,28.1,0,19.9,29.2,21.6,35.9,35.9,3,346,37.1,26.01,47552.36,41952.13,24.6,2009-08-16T06:22,2009-08-16T19:35,0,0,7.11,0,20,16.9,57,NaN,NaN,NaN,26.8,12.8,346,13.3,7.3
8/17/2009,27.5,0,18.4,28.5,20.4,35,35.2,2,342,33.1,26.18,47457.8,42376.97,23.3,2009-08-17T06:23,2009-08-17T19:34,0,0,6.89,0,8,16.4,57,NaN,NaN,NaN,23.8,11.6,342,10.1,4.7
8/18/2009,27.7,0,16,29.1,20.3,34.9,35.6,1,351,29.9,26.58,47362.93,43200,22.9,2009-08-18T06:23,2009-08-18T19:33,0,0,6.62,0,1,16.4,56,NaN,NaN,NaN,20.5,9.4,351,8.3,5.9
8/19/2009,28.6,0,13.9,29.8,20.8,35.7,36.4,0,355,28.1,26.76,47267.73,43200,23.6,2009-08-19T06:24,2009-08-19T19:32,0,0,6.72,0,0,15.4,51,NaN,NaN,NaN,19.4,8.5,355,10.1,5.8
8/20/2009,29.2,0,20.2,30.3,21.4,38,38,1,3,36.7,26.18,47171.54,43200,24.1,2009-08-20T06:25,2009-08-20T19:31,0,0,7.51,0,5,16.6,53,NaN,NaN,NaN,25.2,12.2,3,11.9,6.8
8/21/2009,29.5,0,19.7,30.6,21.3,38.2,37.8,0,351,40,26.22,47074.25,43200,24.1,2009-08-21T06:25,2009-08-21T19:30,0,0,7.68,0,0,16.9,54,NaN,NaN,NaN,27.3,13.4,351,12.2,7.2
8/22/2009,28.9,0,17.1,30.8,22.6,37.3,38,3,339,33.1,25.32,46975.93,39841.42,26.5,2009-08-22T06:26,2009-08-22T19:29,0,0,6.88,0,17,17.7,59,NaN,NaN,NaN,23.2,10.5,339,12.2,5.8
8/23/2009,27.7,0,17.6,29.3,20.5,35.7,36,3,339,31.7,25.24,46876.66,39453.3,23.7,2009-08-23T06:26,2009-08-23T19:28,0,0,6.42,0,19,16.6,59,NaN,NaN,NaN,20.3,9.3,339,7.9,4.6
8/24/2009,28.1,0,14.1,29.1,20.1,35,34.5,0,323,32.4,26.34,46776.54,43200,22.9,2009-08-24T06:27,2009-08-24T19:26,0,0,6.72,0,0,14.7,52,NaN,NaN,NaN,19.6,8.5,323,8.3,1.5
8/25/2009,28.8,0,18.9,29.4,21.1,35.7,36.6,0,358,36,25.73,46675.62,43200,23.1,2009-08-25T06:27,2009-08-25T19:25,0,0,7.07,0,0,14.7,46,NaN,NaN,NaN,21.4,10.2,358,8.6,5.1
8/26/2009,27.2,0,18,27.9,20.2,34.4,34.5,1,355,33.8,25.19,46574,43200,22.6,2009-08-26T06:28,2009-08-26T19:24,0,0,6.73,0,4,15.9,55,NaN,NaN,NaN,24.9,11.9,355,8.6,4.7
8/27/2009,26.7,0,17.1,27.9,19.8,33.6,34.2,1,337,31.7,24.94,46471.75,43185.01,22.3,2009-08-27T06:29,2009-08-27T19:23,0,0,6.29,0,8,16.4,58,NaN,NaN,NaN,22.9,10.4,337,10.1,5.4
8/28/2009,27.6,0,12.2,28.6,20.2,33.9,34.3,0,312,29.5,25.5,46368.93,43117.15,22.3,2009-08-28T06:29,2009-08-28T19:22,0,0,6.24,0,0,14.8,50,NaN,NaN,NaN,18.1,7.7,312,6.8,3.2
8/29/2009,28.6,0,12.8,29,22.2,35,34.8,0,337,29.5,25.66,46265.64,43048.66,25,2009-08-29T06:30,2009-08-29T19:21,0,0,6.65,0,0,13,45,NaN,NaN,NaN,18.4,8,337,5,1.3
8/30/2009,28.5,0,16.3,29.1,20.5,35.6,35.5,0,14,29.9,25.59,46161.93,42979.62,23.3,2009-08-30T06:30,2009-08-30T19:20,0,0,6.92,0,0,14.3,50,NaN,NaN,NaN,20.7,9.8,14,8.6,5.3
8/31/2009,27.5,0,16.9,28,19.8,34.5,33.7,0,349,33.8,25.42,46057.88,42910.11,22,2009-08-31T06:31,2009-08-31T19:18,0,0,6.9,0,0,14.6,51,NaN,NaN,NaN,23.7,11.2,349,10.1,5.8
9/1/2009,27.2,0,20.2,28.4,20.6,35,35,2,325,38.9,23.84,45953.56,42840.2,23.5,2009-09-01T06:31,2009-09-01T19:17,0,0,6.51,0,9,16.7,58,NaN,NaN,NaN,24.1,11.4,325,8.6,3.3
9/2/2009,27.7,0,19.5,29.1,21.6,35,35.3,2,328,36.4,24.21,45849.04,42769.98,24.6,2009-09-02T06:32,2009-09-02T19:16,0,0,6.44,0,14,17.5,59,NaN,NaN,NaN,23.7,11.8,328,7.9,4.8
